node_id,lat,lon,added
244,55.878764,37.481493,0
245,55.776695,37.519124,0
246,55.786574,37.533222,0
247,55.6214,37.6694,0
248,55.7708,37.6187,0
249,55.8038,37.7448,0
250,55.6405,37.6067,0
251,55.764821,37.609087,0
252,55.7657,37.6388,0
253,55.7565,37.6573,0
254,55.7198,37.6083,0
255,55.6211,37.7437,0
256,55.7576,37.75,0
257,55.8086,37.4641,0
258,55.8094,37.7986,0
259,55.7817,37.7037,0
260,55.780292,37.703013,0
261,55.705352,37.817998,0
262,55.6637,37.4833,0
263,55.6224,37.609,0
264,55.6063,37.5333,0
265,55.8799,37.5454,0
266,55.740585555555555,37.63188111111112,2
267,55.74021022222223,37.636363111111116,2
268,55.74007400000001,37.640846,2
269,55.74017688888889,37.645329777777775,2
270,55.740518888888886,37.649814444444445,2
271,55.742741111111116,37.65884777777779,2
272,55.74413244444445,37.66344977777779,2
273,55.745274,37.668106,2
274,55.74616577777778,37.67281644444445,2
275,55.74680777777778,37.67758111111112,2
276,55.74725111111112,37.68863222222223,2
277,55.74762844444445,37.694818222222224,2
278,55.748332,37.700958,2
279,55.74936177777778,37.70705155555556,2
280,55.75071777777778,37.71309888888889,2
281,55.753953333333335,37.72413444444445,2
282,55.755232,37.72921511111112,2
283,55.756235999999994,37.734342,2
284,55.756965333333326,37.73951511111112,2
285,55.757419999999996,37.74473444444445,2
286,55.75570333333334,37.75595555555556,2
287,55.754132000000006,37.761968888888894,2
288,55.752886000000004,37.76804,2
289,55.75196533333334,37.774168888888894,2
290,55.75137,37.78035555555556,2
291,55.75186666666667,37.79158666666667,2
292,55.75236666666668,37.796578666666676,2
293,55.7526,37.801576,2
294,55.75256666666667,37.80657866666667,2
295,55.75226666666667,37.81158666666667,2
296,55.74955111111112,37.82432,2
297,55.74782177777779,37.83209866666667,2
298,55.746512,37.839935999999994,2
299,55.745621777777785,37.847832,2
300,55.74515111111111,37.85578666666666,2
301,55.72640666666667,37.446647777777784,2
302,55.724064,37.44741644444444,2
303,55.721772,37.448306,2
304,55.71953066666667,37.44931644444445,2
305,55.71734000000001,37.45044777777778,2
306,55.712481111111124,37.45433555555556,2
307,55.70964311111112,37.456810222222224,2
308,55.706686000000005,37.459124,2
309,55.703609777777785,37.46127688888889,2
310,55.70041444444444,37.46326888888889,2
311,55.69516777777778,37.46826888888889,2
312,55.693415111111115,37.47151688888889,2
313,55.691842,37.474844,2
314,55.69044844444444,37.47825022222223,2
315,55.689234444444445,37.48173555555556,2
316,55.686982222222234,37.48863444444444,2
317,55.68559822222223,37.491881777777785,2
318,55.684048000000004,37.495042,2
319,55.682331555555564,37.49811511111111,2
320,55.6804488888889,37.50110111111111,2
321,55.67658111111112,37.50682777777778,2
322,55.67492311111111,37.509731111111115,2
323,55.67342599999999,37.51271,2
324,55.67208977777778,37.51576444444444,2
325,55.67091444444444,37.51889444444444,2
326,55.66844888888889,37.52521111111111,2
327,55.666844888888896,37.528224444444454,2
328,55.665088,37.53114,2
329,55.66317822222223,37.53395777777778,2
330,55.661115555555554,37.536677777777776,2
331,55.65762333333334,37.54493111111111,2
332,55.65665066666667,37.55058977777778,2
333,55.655982,37.556276,2
334,55.65561733333334,37.56198977777778,2
335,55.65555666666667,37.567731111111115,2
336,55.655884444444446,37.577695555555565,2
337,55.65574844444445,37.58186622222223,2
338,55.655392,37.586012000000004,2
339,55.654815111111105,37.590132888888895,2
340,55.654017777777774,37.59422888888889,2
341,55.652581111111104,37.60182333333334,2
342,55.652349777777786,37.60534400000001,2
343,55.652305999999996,37.608862,2
344,55.652449777777775,37.612377333333335,2
345,55.65278111111111,37.61589000000001,2
346,55.65425111111112,37.62424333333334,2
