node_id,neighbors_with_weights
1286,"[(102, 153.39529304201358), (1287, 157.16766581020588)]"
1287,"[(1286, 157.16766581020588), (1288, 161.7355963479009)]"
1288,"[(1287, 161.7355963479009), (1289, 167.0338584410451)]"
1289,"[(1288, 167.0338584410451), (1290, 172.9953894640061)]"
1290,"[(252, 179.55416043902002), (1289, 172.9953894640061)]"
1291,"[(252, 130.60794473700258), (1292, 125.87105549339414)]"
1292,"[(1291, 125.87105549339414), (1293, 121.76560309584337)]"
1293,"[(1292, 121.76560309584337), (1294, 118.35733210713171)]"
1294,"[(1293, 118.35733210713171), (1295, 115.70788680381797)]"
1295,"[(84, 113.87026764579323), (1294, 115.70788680381797)]"
1296,"[(84, 131.17511268750573), (1297, 134.6140790268272)]"
1297,"[(1296, 134.6140790268272), (1298, 138.45384223926544)]"
1298,"[(1297, 138.45384223926544), (1299, 142.6620510992887)]"
1299,"[(1298, 142.6620510992887), (1300, 147.20711635188906)]"
1300,"[(76, 152.0588386896001), (1299, 147.20711635188906)]"
1301,"[(76, 159.47481349618315), (1302, 153.58112321175196)]"
1302,"[(1301, 153.58112321175196), (1303, 148.3141507653653)]"
1303,"[(1302, 148.3141507653653), (1304, 143.74282960257574)]"
1304,"[(1303, 143.74282960257574), (1305, 139.93537888705816)]"
1305,"[(83, 136.9555511110576), (1304, 139.93537888705816)]"
1306,"[(83, 195.46116274323526), (1307, 200.6769717354989)]"
1307,"[(1306, 200.6769717354989), (1308, 206.66252478505206)]"
1308,"[(1307, 206.66252478505206), (1309, 213.35308014067166)]"
1309,"[(1308, 213.35308014067166), (1310, 220.6845542072646)]"
1310,"[(201, 228.59531271381985), (1309, 220.6845542072646)]"
1311,"[(201, 418.9212586347602), (1312, 405.0871291668994)]"
1312,"[(1311, 405.0871291668994), (1313, 393.8428882841006)]"
1313,"[(1312, 393.8428882841006), (1314, 385.4154524070687)]"
1314,"[(1313, 385.4154524070687), (1315, 379.9924619888211)]"
1315,"[(170, 377.70353807996753), (1314, 379.9924619888211)]"
1316,"[(170, 326.48322606513966), (1317, 329.62550538541024)]"
1317,"[(1316, 329.62550538541024), (1318, 335.36807303869466)]"
1318,"[(1317, 335.36807303869466), (1319, 343.5807180434714)]"
1319,"[(1318, 343.5807180434714), (1320, 354.0917511656397)]"
1320,"[(249, 366.7037157530754), (1319, 354.0917511656397)]"
1321,"[(249, 217.6247940715502), (1322, 222.9199535512518)]"
1322,"[(1321, 222.9199535512518), (1323, 228.7366408568606)]"
1323,"[(1322, 228.7366408568606), (1324, 235.0361401755296)]"
1324,"[(1323, 235.0361401755296), (1325, 241.78071290901815)]"
1325,"[(33, 248.93417810190658), (1324, 241.78071290901815)]"
1326,"[(34, 166.00075170579754), (1327, 167.56499533521773)]"
1327,"[(1326, 167.56499533521773), (1328, 170.43566190242578)]"
1328,"[(1327, 170.43566190242578), (1329, 174.54834352469643)]"
1329,"[(1328, 174.54834352469643), (1330, 179.8178760079998)]"
1330,"[(232, 186.14607202241035), (1329, 179.8178760079998)]"
1331,"[(232, 157.52139259169343), (1332, 151.95153362212466)]"
1332,"[(1331, 151.95153362212466), (1333, 147.1902479469203)]"
1333,"[(1332, 147.1902479469203), (1334, 143.3181717591889)]"
1334,"[(1333, 143.3181717591889), (1335, 140.40891823568322)]"
1335,"[(31, 138.5231937941591), (1334, 140.40891823568322)]"
1336,"[(31, 126.7699424696448), (1337, 127.62217751158188)]"
1337,"[(1336, 127.62217751158188), (1338, 129.50402183109745)]"
1338,"[(1337, 129.50402183109745), (1339, 132.37159123905644)]"
1339,"[(1338, 132.37159123905644), (1340, 136.16264160697284)]"
1340,"[(234, 140.8026179886524), (1339, 136.16264160697284)]"
1341,"[(234, 486.11147353549507), (1342, 471.52308019114514)]"
1342,"[(1341, 471.52308019114514), (1343, 457.80950806992445)]"
1343,"[(1342, 457.80950806992445), (1344, 445.0516342359154)]"
1344,"[(1343, 445.0516342359154), (1345, 433.3338975073964)]"
1345,"[(235, 422.742839132905), (1344, 433.3338975073964)]"
1346,"[(235, 243.138509077715), (1347, 242.83138961542645)]"
1347,"[(1346, 242.83138961542645), (1348, 242.744988753641)]"
1348,"[(1347, 242.744988753641), (1349, 242.8794685853085)]"
1349,"[(1348, 242.8794685853085), (1350, 243.23438927279904)]"
1350,"[(98, 243.80871469973044), (1349, 243.23438927279904)]"
1351,"[(98, 376.4186976151653), (1352, 386.0512212442013)]"
1352,"[(1351, 386.0512212442013), (1353, 396.7708475239789)]"
1353,"[(1352, 396.7708475239789), (1354, 408.4920500313038)]"
1354,"[(1353, 408.4920500313038), (1355, 421.13123977215406)]"
1355,"[(25, 434.6083517379257), (1354, 421.13123977215406)]"
1356,"[(238, 419.12694258108917), (1357, 419.6489473449317)]"
1357,"[(1356, 419.6489473449317), (1358, 420.55434588742673)]"
1358,"[(1357, 420.55434588742673), (1359, 421.840885494716)]"
1359,"[(1358, 421.840885494716), (1360, 423.50530969789526)]"
1360,"[(100, 425.54340244057244), (1359, 423.50530969789526)]"
1361,"[(100, 351.84938448397514), (1362, 351.7583246339465)]"
1362,"[(1361, 351.7583246339465), (1363, 351.983951645984)]"
1363,"[(1362, 351.983951645984), (1364, 352.52581050369696)]"
1364,"[(1363, 352.52581050369696), (1365, 353.38259991657645)]"
1365,"[(265, 354.55219034448726), (1364, 353.38259991657645)]"
1366,"[(265, 252.53764055993358), (1367, 250.94070222054762)]"
1367,"[(1366, 250.94070222054762), (1368, 249.56620046709665)]"
1368,"[(1367, 249.56620046709665), (1369, 248.41790406982633)]"
1369,"[(1368, 248.41790406982633), (1370, 247.499037307788)]"
1370,"[(194, 246.8122375687778), (1369, 247.499037307788)]"
1371,"[(194, 225.8173873821546), (1372, 231.87916025005057)]"
1372,"[(1371, 231.87916025005057), (1373, 238.72075495043876)]"
1373,"[(1372, 238.72075495043876), (1374, 246.27715629748252)]"
1374,"[(1373, 246.27715629748252), (1375, 254.48467099152566)]"
1375,"[(38, 263.28239173793327), (1374, 254.48467099152566)]"
1376,"[(38, 247.32344325356902), (1377, 239.09957901317713)]"
1377,"[(1376, 239.09957901317713), (1378, 231.4251820060412)]"
1378,"[(1377, 231.4251820060412), (1379, 224.35662520712768)]"
1379,"[(1378, 224.35662520712768), (1380, 217.95283641411558)]"
1380,"[(139, 212.27395645237235), (1379, 217.95283641411558)]"
1381,"[(139, 203.5374392975637), (1382, 203.5274307593663)]"
1382,"[(1381, 203.5274307593663), (1383, 203.70156355202073)]"
1383,"[(1382, 203.70156355202073), (1384, 204.0594174991025)]"
1384,"[(1383, 204.0594174991025), (1385, 204.6000799555175)]"
1385,"[(159, 205.32215823662605), (1384, 204.6000799555175)]"
1386,"[(159, 289.6644370824813), (1387, 280.7183165064897)]"
1387,"[(1386, 280.7183165064897), (1388, 272.3141406860599)]"
1388,"[(1387, 272.3141406860599), (1389, 264.50356711985165)]"
1389,"[(1388, 264.50356711985165), (1390, 257.340638207457)]"
1390,"[(242, 250.88081301958346), (1389, 257.340638207457)]"
1391,"[(242, 217.1571868678163), (1392, 222.94582865644384)]"
1392,"[(1391, 222.94582865644384), (1393, 229.63065118911126)]"
1393,"[(1392, 229.63065118911126), (1394, 237.1358323240883)]"
1394,"[(1393, 237.1358323240883), (1395, 245.38607252371892)]"
1395,"[(35, 254.30883608603932), (1394, 245.38607252371892)]"
1396,"[(35, 382.44476810409435), (1397, 373.0373377471712)]"
1397,"[(1396, 373.0373377471712), (1398, 364.1414004296305)]"
1398,"[(1397, 364.1414004296305), (1399, 355.79539116254244)]"
1399,"[(1398, 355.79539116254244), (1400, 348.03893167109453)]"
1400,"[(106, 340.91231278609405), (1399, 348.03893167109453)]"
1401,"[(106, 258.58138510270777), (1402, 257.3791935803976)]"
1402,"[(1401, 257.3791935803976), (1403, 256.4054158837633)]"
1403,"[(1402, 256.4054158837633), (1404, 255.66274366703632)]"
1404,"[(1403, 255.66274366703632), (1405, 255.15327611086119)]"
1405,"[(57, 254.87849219482527), (1404, 255.15327611086119)]"
1406,"[(57, 251.53518650878087), (1407, 247.79579798838472)]"
1407,"[(1406, 247.79579798838472), (1408, 244.30279303585883)]"
1408,"[(1407, 244.30279303585883), (1409, 241.0669437098881)]"
1409,"[(1408, 241.0669437098881), (1410, 238.09879438575973)]"
1410,"[(224, 235.40852859000935), (1409, 238.09879438575973)]"
1411,"[(224, 203.20783665178448), (1412, 202.01369158033066)]"
1412,"[(1411, 202.01369158033066), (1413, 202.60488130914223)]"
1413,"[(1412, 202.60488130914223), (1414, 204.96592940183788)]"
1414,"[(1413, 204.96592940183788), (1415, 209.03684574616207)]"
1415,"[(206, 214.72037279337096), (1414, 209.03684574616207)]"
1416,"[(206, 293.12861009670024), (1417, 282.57406009818527)]"
1417,"[(1416, 282.57406009818527), (1418, 272.9059930906333)]"
1418,"[(1417, 272.9059930906333), (1419, 264.22167583731687)]"
1419,"[(1418, 264.22167583731687), (1420, 256.6209305437907)]"
1420,"[(253, 250.2024493262424), (1419, 256.6209305437907)]"
1421,"[(253, 299.5654019383371), (1422, 305.8301327394404)]"
1422,"[(1421, 305.8301327394404), (1423, 313.96154315277164)]"
1423,"[(1422, 313.96154315277164), (1424, 323.8189094515839)]"
1424,"[(1423, 323.8189094515839), (1425, 335.2499003079805)]"
1425,"[(186, 348.09941463826925), (1424, 335.2499003079805)]"
1426,"[(186, 269.4776130504684), (1427, 276.397474839472)]"
1427,"[(1426, 276.397474839472), (1428, 284.072149734194)]"
1428,"[(1427, 284.072149734194), (1429, 292.4421958994412)]"
1429,"[(1428, 292.4421958994412), (1430, 301.449682372181)]"
1430,"[(85, 311.0392283565484), (1429, 301.449682372181)]"
1431,"[(85, 270.9819984438299), (1432, 275.73992505259696)]"
1432,"[(1431, 275.73992505259696), (1433, 280.9120218728313)]"
1433,"[(1432, 280.9120218728313), (1434, 286.4759058399178)]"
1434,"[(1433, 286.4759058399178), (1435, 292.40926626575015)]"
1435,"[(58, 298.6901424434046), (1434, 292.40926626575015)]"
1436,"[(58, 243.36824743560192), (1437, 237.0665754461672)]"
1437,"[(1436, 237.0665754461672), (1438, 231.11204079211842)]"
1438,"[(1437, 231.11204079211842), (1439, 225.53216177255948)]"
1439,"[(1438, 225.53216177255948), (1440, 220.3554187247513)]"
1440,"[(74, 215.6108641831884), (1439, 220.3554187247513)]"
1441,"[(74, 482.8670302313803), (1442, 490.6540316907942)]"
1442,"[(1441, 490.6540316907942), (1443, 501.8730647351761)]"
1443,"[(1442, 501.8730647351761), (1444, 516.3000982929392)]"
1444,"[(1443, 516.3000982929392), (1445, 533.6747020793338)]"
1445,"[(160, 553.7191789183355), (1444, 533.6747020793338)]"
1446,"[(160, 290.0080446484023), (1447, 282.54866192496013)]"
1447,"[(1446, 282.54866192496013), (1448, 277.2845470461906)]"
1448,"[(1447, 277.2845470461906), (1449, 274.3420504717269)]"
1449,"[(1448, 274.3420504717269), (1450, 273.7959854228102)]"
1450,"[(43, 275.6605450478104), (1449, 273.7959854228102)]"
1451,"[(43, 281.7324869849397), (1452, 286.54867050460297)]"
1452,"[(1451, 286.54867050460297), (1453, 291.7868606293919)]"
1453,"[(1452, 291.7868606293919), (1454, 297.42481623561844)]"
1454,"[(1453, 297.42481623561844), (1455, 303.4403145318697)]"
1455,"[(104, 309.81142818191313), (1454, 303.4403145318697)]"
1456,"[(104, 304.7787411580688), (1457, 310.83261889591165)]"
1457,"[(1456, 310.83261889591165), (1458, 317.4173633168295)]"
1458,"[(1457, 317.4173633168295), (1459, 324.50070323357653)]"
1459,"[(1458, 324.50070323357653), (1460, 332.05078251802377)]"
1460,"[(30, 340.0365692378458), (1459, 332.05078251802377)]"
1461,"[(30, 208.08618785913927), (1462, 202.91987410231894)]"
1462,"[(1461, 202.91987410231894), (1463, 198.03713408946592)]"
1463,"[(1462, 198.03713408946592), (1464, 193.45945916375345)]"
1464,"[(1463, 193.45945916375345), (1465, 189.20900865066818)]"
1465,"[(108, 185.3083139106679), (1464, 189.20900865066818)]"
1466,"[(108, 309.39400589653906), (1467, 308.5021468457444)]"
1467,"[(1466, 308.5021468457444), (1468, 307.88698080690915)]"
1468,"[(1467, 307.88698080690915), (1469, 307.55028653573385)]"
1469,"[(1468, 307.55028653573385), (1470, 307.49309685567187)]"
1470,"[(26, 307.7156852216258), (1469, 307.49309685567187)]"
1471,"[(26, 228.42894830311008), (1472, 228.08346708208794)]"
1472,"[(1471, 228.08346708208794), (1473, 227.9441700778179)]"
1473,"[(1472, 227.9441700778179), (1474, 228.01149995896756)]"
1474,"[(1473, 228.01149995896756), (1475, 228.28533866156292)]"
1475,"[(255, 228.76500928274078), (1474, 228.28533866156292)]"
1476,"[(255, 165.2504033193013), (1477, 163.87810463514177)]"
1477,"[(1476, 163.87810463514177), (1478, 162.65467969954756)]"
1478,"[(1477, 162.65467969954756), (1479, 161.58354205199294)]"
1479,"[(1478, 161.58354205199294), (1480, 160.66776899638484)]"
1480,"[(61, 159.91006075577909), (1479, 160.66776899638484)]"
1481,"[(228, 181.7922942029436), (1482, 185.21752591972535)]"
1482,"[(1481, 185.21752591972535), (1483, 188.94386798178286)]"
1483,"[(1482, 188.94386798178286), (1484, 192.95385756063115)]"
1484,"[(1483, 192.95385756063115), (1485, 197.23017389890381)]"
1485,"[(48, 201.75586033537815), (1484, 197.23017389890381)]"
1486,"[(48, 505.0508124782171), (1487, 490.9980106272559)]"
1487,"[(1486, 490.9980106272559), (1488, 477.74028466417843)]"
1488,"[(1487, 477.74028466417843), (1489, 465.34554420330784)]"
1489,"[(1488, 465.34554420330784), (1490, 453.88446213274915)]"
1490,"[(237, 443.4294269052338), (1489, 453.88446213274915)]"
1491,"[(237, 408.5048230470132), (1492, 414.97540565434815)]"
1492,"[(1491, 414.97540565434815), (1493, 422.02690373448377)]"
1493,"[(1492, 422.02690373448377), (1494, 429.6305858456416)]"
1494,"[(1493, 429.6305858456416), (1495, 437.75754179577984)]"
1495,"[(129, 446.3790460858883), (1494, 437.75754179577984)]"
1496,"[(127, 288.6205668336747), (1497, 279.07357916351793)]"
1497,"[(1496, 279.07357916351793), (1498, 271.2892403811917)]"
1498,"[(1497, 271.2892403811917), (1499, 265.42259748496446)]"
1499,"[(1498, 265.42259748496446), (1500, 261.6026126985225)]"
1500,"[(207, 259.91944989126455), (1499, 261.6026126985225)]"
1501,"[(207, 326.70873076635763), (1502, 331.0480263195374)]"
1502,"[(1501, 331.0480263195374), (1503, 337.84475484793205)]"
1503,"[(1502, 337.84475484793205), (1504, 346.95436940762266)]"
1504,"[(1503, 346.95436940762266), (1505, 358.20030614072857)]"
1505,"[(140, 371.3884112055268), (1504, 358.20030614072857)]"
1506,"[(140, 496.46368515963553), (1507, 478.3515635854777)]"
1507,"[(1506, 478.3515635854777), (1508, 462.5011408195412)]"
1508,"[(1507, 462.5011408195412), (1509, 449.1516616303434)]"
1509,"[(1508, 449.1516616303434), (1510, 438.5312998325004)]"
1510,"[(261, 430.84162352760643), (1509, 438.5312998325004)]"
1511,"[(261, 350.27981594642944), (1512, 346.4475323864848)]"
1512,"[(1511, 346.4475323864848), (1513, 345.6699482946838)]"
1513,"[(1512, 345.6699482946838), (1514, 347.96749473808745)]"
1514,"[(1513, 347.96749473808745), (1515, 353.2801327675699)]"
1515,"[(79, 361.47490177774006), (1514, 353.2801327675699)]"
1516,"[(79, 316.2621946807655), (1517, 318.7090419302457)]"
1517,"[(1516, 318.7090419302457), (1518, 323.71831573490874)]"
1518,"[(1517, 323.71831573490874), (1519, 331.1738917852874)]"
1519,"[(1518, 331.1738917852874), (1520, 340.9154357963098)]"
1520,"[(233, 352.7537299450523), (1519, 340.9154357963098)]"
1521,"[(233, 222.75634376319883), (1522, 220.8481877100777)]"
1522,"[(1521, 220.8481877100777), (1523, 220.89093938277432)]"
1523,"[(1522, 220.89093938277432), (1524, 222.8834496648128)]"
1524,"[(1523, 222.8834496648128), (1525, 226.77430499984166)]"
1525,"[(103, 232.46818130553345), (1524, 226.77430499984166)]"
1526,"[(103, 325.3984354703877), (1527, 314.8456602162775)]"
1527,"[(1526, 314.8456602162775), (1528, 306.3338982206056)]"
1528,"[(1527, 306.3338982206056), (1529, 300.0368014725567)]"
1529,"[(1528, 300.0368014725567), (1530, 296.0955952607354)]"
1530,"[(125, 294.6047356982022), (1529, 296.0955952607354)]"
