node_id,x,y,added
202,565635.49668,1489064.7259000002,0
203,561314.907972,1485287.23682,0
204,561985.494012,1489789.0391199999,0
205,563909.2668,1487254.877,0
206,565039.6704000001,1488415.892,0
207,566736.882084,1487359.15483,0
208,561495.3372000001,1489403.422,0
209,563675.0795999999,1487668.572,0
210,564930.0828,1488589.3769999999,0
211,562043.2752,1490649.845,0
212,565227.3204,1487748.642,0
213,565234.8264,1487705.938,0
214,564548.7779999999,1488359.8429999999,0
215,564736.428,1488175.682,0
216,566426.7792,1486867.872,0
217,566377.8984766799,1486859.0643,0
218,562343.5152,1487914.1199999999,0
219,565417.657548,1486469.15009,0
220,564098.4180000001,1489771.744,0
221,564862.5288,1487732.628,0
222,564862.5288,1487732.628,0
223,562537.1699999999,1485189.071,0
224,564751.44,1488469.2719999999,0
225,564794.9748,1486865.203,0
226,565012.6488,1488397.209,0
227,562001.2416,1490014.6230000001,0
228,562669.12548,1484408.73547,0
229,563073.0984,1484473.779,0
230,563870.2356,1488367.85,0
231,564457.2048000001,1483827.881,0
232,563412.3696,1482410.642,0
233,568653.73434,1486904.59744,0
234,563769.6552,1482578.7889999999,0
235,564101.4204000001,1483136.61,0
236,563449.8996,1486435.494,0
237,563075.42526,1485269.48797,0
238,563648.0580000001,1492547.504,0
239,561563.56674,1484000.48523,0
240,563175.18,1487860.74,0
241,562699.2996,1487689.924,0
242,564272.5571999999,1489910.5320000001,0
243,564129.9432,1487345.6230000001,0
244,562672.172916,1491404.21116,0
245,563237.089488,1488679.9895499998,0
246,563448.728664,1488943.6600600001,0
247,565493.0328,1484535.166,0
248,564731.9243999999,1488522.652,0
249,566624.9376,1489403.422,0
250,564551.7803999999,1485044.945,0
251,564587.614044,1488363.07249,0
252,565033.6656000001,1488386.533,0
253,565311.3876,1488140.985,0
254,564575.7996,1487161.462,0
255,566608.4243999999,1484527.159,0
256,566703.0,1488170.3439999998,0
257,562411.0692,1489531.534,0
258,567432.5832,1489552.886,0
259,566007.9443999999,1488813.573,0
260,565997.631156,1488775.9934800002,0
261,567723.785976,1486775.84488,0
262,562699.2996,1485664.153,0
263,564586.3080000001,1484561.856,0
264,563449.8996,1484132.1469999999,0
265,563631.5448,1491434.531,0
266,564929.7992400001,1487716.2284777777,2
267,564997.083024,1487706.2108311113,2
268,565064.380152,1487702.5750600002,2
269,565131.6906239999,1487705.3211644446,2
270,565199.01444,1487714.4491444444,2
271,565334.6228400001,1487773.7602555556,2
272,565403.7080640002,1487810.8949422224,2
273,565473.607272,1487841.3630600001,2
274,565544.3204640001,1487865.164608889,2
275,565615.84764,1487882.2995888891,2
276,565781.7469200002,1487894.1321555558,2
277,565874.611152,1487904.2031822223,2
278,565966.781496,1487922.98108,2
279,566058.257952,1487950.465848889,2
280,566149.0405199999,1487986.6574888888,2
281,566314.7062800002,1488073.0144666666,2
282,566390.9772480001,1488107.14208,2
283,566467.942104,1488133.93884,2
284,566545.6008480001,1488153.4047466666,2
285,566623.95348,1488165.5398,2
286,566792.4048,1488119.7219666666,2
287,566882.6769600001,1488077.7830800002,2
288,566973.81648,1488044.52734,2
289,567065.82336,1488019.9547466668,2
290,567158.6976000001,1488004.0653000001,2
291,567327.29904,1488017.3213333334,2
292,567402.2389440001,1488030.6663333338,2
293,567477.258912,1488036.894,2
294,567552.358944,1488036.0043333333,2
